L,Parce,CLONE,LOCATION,REP,Interacao,R,FRY,AGY,PLH,DMC,DRY
9,4420,BRSGema,9,88,BRSGema9,1,11.28,24.82,2,34.36,3.351288
9,4421,BRSKiri,9,88,BRSKiri9,1,55.55,36.46,2.37,30.36,14.281905
9,4422,BRSNovo,9,88,BRSNovo9,1,51.56,55.2,2.5,34,15.13286
9,4423,BRSPoti,9,88,BRSPoti9,1,30.03,32.64,2.5,30.12,7.648641
9,4424,BRSTapi,9,88,BRSTapi9,1,38.02,34.98,2.27,34.85,11.48204
9,4425,BRSVerd,9,88,BRSVerd9,1,42.53,34.03,1.95,35.14,12.967397
9,4426,Cigana,9,88,Cigana9,1,28.64,24.13,2.07,35.38,8.801072
9,4427,Corrente,9,88,Corrente9,1,22.74,21.27,2.23,34.02,6.678738
9,4428,Eucalip,9,88,Eucalip9,1,11.28,18.4,2.3,31.13,2.986944
9,4429,IAC90,9,88,IAC909,1,9.03,9.29,1.87,33.35,2.59161
9,4430,962409,9,89,9624099,1,48.61,53.82,2.2,33.01,13.785796
9,4431,BGM1608,9,89,BGM16089,1,36.98,19.88,1.75,31.13,9.792304
9,4432,BGM1609,9,89,BGM16099,1,21.7,25.69,1.72,38.75,7.3997
9,4433,BGM1610,9,89,BGM16109,1,15.8,38.89,2.27,28.77,3.81096
9,4434,BGM1619,9,89,BGM16199,1,11.98,9.72,1.45,33.59,3.467012
9,4435,BGM1622,9,89,BGM16229,1,20.14,28.21,2.1,34.9,6.09235
9,4436,BGM1628,9,89,BGM16289,1,2.6,18.05,1.77,32.67,0.72852
9,4437,BGM1629,9,89,BGM16299,1,7.38,24.13,2.3,32.95,2.08854
9,4438,BGM1637,9,89,BGM16379,1,35.85,53.64,2.08,34.07,10.54707
9,4439,BGM1638,9,89,BGM16389,1,42.71,69.44,2.92,37.98,14.235243
9,4440,BGM1639,9,89,BGM16399,1,33.07,29.69,2.42,34.07,9.729194
9,4441,BGM1643,9,89,BGM16439,1,42.97,55.64,2.43,35.93,13.441016
9,4442,BGM1646,9,89,BGM16469,1,21.44,47.22,2.67,33.3,6.14256
9,4443,BGM1656,9,89,BGM16569,1,21.87,29.86,2.17,33.59,6.329178
9,4444,BGM1657,9,89,BGM16579,1,21.18,15.97,2.17,29.54,5.271702
9,4445,BGM1658,9,89,BGM16589,1,13.71,24.65,2.08,33.78,3.993723
9,4446,BGM1660,9,89,BGM16609,1,4.25,16.32,1.98,30.38,1.093525
9,4447,BGM1661,9,89,BGM16619,1,7.46,15.28,1.97,29.62,1.862762
9,4448,BGM1662,9,89,BGM16629,1,34.72,22.22,1.8,36.19,10.950688
9,4449,BGM1666,9,89,BGM16669,1,12.5,15.71,1.75,30.51,3.2325
